macro_topic,macro_topic_name,corporate_topic_id,subgroup_corporate,final_merge_group_id_corporate,topic_label_refined_corporate,corporate_unique_document_count,external_topic_id,source_noncorporate,subgroup_noncorporate,final_merge_group_id_noncorporate,topic_label_refined_noncorporate,overall_summary_noncorporate,external_unique_document_count,best_cosine_similarity,best_pair_id,direct_pair_count
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_PG02,academic,academic_T4,academic_T4_PG02,"Econometric Linkages of Emissions, GDP, and Economic Structure","The micro-topic tracks the evolution of econometric studies linking economic variables (GDP, industrial structure, urbanization) to carbon emissions across various global contexts, with a strong later focus on Chinese policy implementation.",1153,0.6378868818283081,academic__corporate__T4__academic_2__corporate_0,1
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_S007,academic,academic_T4,academic_T4_S007,Evolution of Transboundary Water Governance and Management Paradigms,"The micro-topic traces a trajectory from early concerns with sustainability and power imbalances in water access to a mature focus on complex, multi-scalar governance frameworks, heavily emphasizing participatory methods, IWRM adoption, and the critical examination of existing institutional paradigms in transboundary river basins.",373,0.5096710324287415,academic__corporate__T4__academic_5__corporate_0,0
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_S009,academic,academic_T4,academic_T4_S009,Evolution of Urban Governance and Municipal Action,"The micro-topic tracks the evolution of governance concepts in urbanism, moving from early focuses on infrastructure financing and elite management to later, more nuanced examinations of multi-level governance, informality, and the tension between local agency and global/national policy frameworks.",348,0.5614991188049316,academic__corporate__T4__academic_6__corporate_0,0
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_S013,academic,academic_T4,academic_T4_S013,Evolution of Global Development Goals and Governance,"This micro-topic tracks the evolution of global development frameworks, specifically charting the transition from the Millennium Development Goals (MDGs) to the Sustainable Development Goals (SDGs), while consistently analyzing the role of international governance, policy diffusion, and implementation challenges across various geopolitical contexts.",314,0.5189862847328186,academic__corporate__T4__academic_9__corporate_0,0
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_S012,academic,academic_T4,academic_T4_S012,Sustainable Supply Chain Coordination and Mechanism Design in Circular Economies,"The micro-topic evolved from early theoretical modeling of procurement equilibria to a highly focused investigation on designing incentive contracts and mechanisms to drive sustainability, particularly within the context of remanufacturing and complex supply chain coordination involving retailers and suppliers.",313,0.6105745434761047,academic__corporate__T4__academic_8__corporate_0,1
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_S014,academic,academic_T4,academic_T4_S014,Evolution of Green Bond Finance Mechanisms,"The micro-topic tracks the evolution of green finance, moving from early theoretical tensions between finance and environment to a highly technical focus on bond mechanisms, standards, and institutional drivers across various geographies.",307,0.63387531042099,academic__corporate__T4__academic_10__corporate_0,1
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_S015,academic,academic_T4,academic_T4_S015,Evolution of Carbon Pricing Mechanisms,"The micro-topic tracks the evolution of theoretical and applied debates on using market-based instruments, primarily carbon taxes and subsidies, to manage environmental externalities and achieve sustainable development goals across various economic contexts.",254,0.5982843637466431,academic__corporate__T4__academic_11__corporate_0,0
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_PG09,academic,academic_T4,academic_T4_PG09,CDM Mechanism Evolution and Critique,The micro-topic tracks the evolution of the Clean Development Mechanism (CDM) from its initial structural debates under Kyoto to a critical assessment of its role in modern climate finance and sustainable development.,164,0.6370699405670166,academic__corporate__T4__academic_18__corporate_0,1
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_S023,academic,academic_T4,academic_T4_S023,Evolution of Participatory Governance in Digital/Smart Cities,"The micro-topic traces the evolution of governance concepts from early digital transitions to highly complex, participatory, and sustainable smart city frameworks, emphasizing the interplay between technology, infrastructure, and societal engagement.",158,0.5407516956329346,academic__corporate__T4__academic_15__corporate_0,0
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_S039,academic,academic_T4,academic_T4_S039,Crisis Governance Evolution,"The micro-topic tracks the evolution of governance discourse surrounding global crises, moving from specific policy interfaces to broad critiques of global structures, then focusing on adaptive mechanisms, and finally on integrated, multi-faceted systemic risks.",88,0.573474645614624,academic__corporate__T4__academic_22__corporate_0,0
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_S040,academic,academic_T4,academic_T4_S040,Evolution of Emission Prediction Modeling Techniques,"The micro-topic demonstrates a clear evolution from early, specific applications of time series models to increasingly complex and broad applications of deep learning and ensemble methods across various emission sources and policy contexts.",84,0.6223037242889404,academic__corporate__T4__academic_23__corporate_0,1
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_S043,academic,academic_T4,academic_T4_S043,Intergenerational Climate Justice and Legal Mechanisms,"The micro-topic tracks the evolution of intergenerational climate justice through the lens of international and domestic legal frameworks, moving from early focus on specific vulnerabilities to a mature focus on judicial enforceability and international court mechanisms.",72,0.6138318181037903,academic__corporate__T4__academic_26__corporate_0,1
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_S056,academic,academic_T4,academic_T4_S056,Critical Minerals in Energy Transition,"The micro-topic tracks the evolving discourse on the critical role of minerals and metals in enabling the global energy transition, shifting from early focus on specific elements to broad geopolitical and sustainability assessments.",52,0.5700978636741638,academic__corporate__T4__academic_30__corporate_0,0
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_S054,academic,academic_T4,academic_T4_S054,AI's Role in Global Governance and Sustainable Development,"The micro-topic tracks the evolution of AI's role in global governance, moving from early debates on decentralized digital structures to prescriptive frameworks, and finally settling on a focus on collaborative, human-rights-centered governance models to meet complex global challenges like climate change and SDGs.",50,0.5525830388069153,academic__corporate__T4__academic_29__corporate_0,0
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,media_T4::media_T4_PG01,media,media_T4,media_T4_PG01,Climate Policy Evolution: From Treaties to National Strategy,"The micro-topic tracks the evolution of climate discourse from early international treaty negotiations (Kyoto) through various COP cycles, eventually shifting focus heavily towards national policy implementation, market mechanisms, and domestic political debates in Australia.",1802,0.5830353498458862,media__corporate__T4__media_0__corporate_0,0
T5,"Climate risk, adaptation and resilience",corporate_T5::corporate_T5_PG01,corporate_T5,corporate_T5_PG01,Operational Hazards and Liability Management,2397,academic_T5::academic_T5_PG04,academic,academic_T5,academic_T5_PG04,Integrated Participatory Urban Resilience and Sustainable Development,"The micro-topic traces an evolution from theoretical complexity in planning to a highly integrated, action-oriented focus on participatory methods, resilience, and sustainability across various urban scales, culminating in an emphasis on ethical and transformative design.",1224,0.5008276700973511,academic__corporate__T5__academic_3__corporate_0,0
T5,"Climate risk, adaptation and resilience",corporate_T5::corporate_T5_PG01,corporate_T5,corporate_T5_PG01,Operational Hazards and Liability Management,2397,academic_T5::academic_T5_PG07,academic,academic_T5,academic_T5_PG07,Pollution and Climate Health Nexus,"The micro-topic tracks the evolution of research linking environmental pollutants and emissions to human health outcomes, transitioning from localized haze/indoor air quality concerns to broad, integrated global climate change and air quality assessments, with a strong, sustained focus on aviation's role.",661,0.668115496635437,academic__corporate__T5__academic_7__corporate_0,1
T5,"Climate risk, adaptation and resilience",corporate_T5::corporate_T5_PG01,corporate_T5,corporate_T5_PG01,Operational Hazards and Liability Management,2397,academic_T5::academic_T5_PG11,academic,academic_T5,academic_T5_PG11,Disaster Preparedness Evolution,"The micro-topic traces a clear evolution from early, specific disaster response assessments (earthquakes, bioterrorism) to highly complex, systemic, and interdisciplinary frameworks focusing on resilience, education, and multi-agency collaboration across various hazard types.",542,0.5658063888549805,academic__corporate__T5__academic_16__corporate_0,0
T5,"Climate risk, adaptation and resilience",corporate_T5::corporate_T5_PG01,corporate_T5,corporate_T5_PG01,Operational Hazards and Liability Management,2397,academic_T5::academic_T5_PG10,academic,academic_T5,academic_T5_PG10,Macroprudential Liquidity Volatility and Fintech,"The micro-topic initially focused on risk mitigation in developing economies (agriculture/microfinance) before undergoing a significant thematic shift towards quantitative financial modeling, climate change risk integration into financial regulation, and the application of macroprudential tools to systemic financial stability.",330,0.6587041020393372,academic__corporate__T5__academic_15__corporate_0,1
T5,"Climate risk, adaptation and resilience",corporate_T5::corporate_T5_PG01,corporate_T5,corporate_T5_PG01,Operational Hazards and Liability Management,2397,academic_T5::academic_T5_PG14,academic,academic_T5,academic_T5_PG14,Climate Resilience in Built Environments,"The micro-topic tracks the evolution of concerns regarding climate change adaptation, resilience, and sustainability integration across infrastructure, buildings, and urban planning, moving from early policy discussions to highly technical, multi-climatic design applications.",132,0.6028424501419067,academic__corporate__T5__academic_20__corporate_0,1
T5,"Climate risk, adaptation and resilience",corporate_T5::corporate_T5_PG01,corporate_T5,corporate_T5_PG01,Operational Hazards and Liability Management,2397,academic_T5::academic_T5_S043,academic,academic_T5,academic_T5_S043,Interconnected Global Crises and Pandemic Impacts,"The micro-topic tracks the evolving academic focus on pandemics as a nexus point interacting with climate change, socio-economic fragility, geopolitical instability, and global development goals across the years.",111,0.622553288936615,academic__corporate__T5__academic_23__corporate_0,1
T5,"Climate risk, adaptation and resilience",corporate_T5::corporate_T5_PG01,corporate_T5,corporate_T5_PG01,Operational Hazards and Liability Management,2397,academic_T5::academic_T5_S054,academic,academic_T5,academic_T5_S054,Evolution of Organizational Resilience and Adaptive Capabilities,"The micro-topic traces the evolution of organizational resilience from early strategic planning concepts to a highly formalized focus on adaptive capabilities in response to complex, global disruptions, integrating governance, sustainability, and agile methodologies.",90,0.6173584461212158,academic__corporate__T5__academic_28__corporate_0,1
T5,"Climate risk, adaptation and resilience",corporate_T5::corporate_T5_PG01,corporate_T5,corporate_T5_PG01,Operational Hazards and Liability Management,2397,academic_T5::academic_T5_S060,academic,academic_T5,academic_T5_S060,Logistics Resiliency and SCM Disruption,"The micro-topic evolved from an initial focus on integrating energy efficiency into SCM theory (2010) to a sustained, highly quantitative focus on designing and measuring supply chain resilience against complex, multi-faceted disruptions across various industries, culminating in advanced modeling techniques.",73,0.6775866746902466,academic__corporate__T5__academic_32__corporate_0,1
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_S002,corporate_T6,corporate_T6_S002,Regulatory Impact of Endangered Species Habitat Protection,227,academic_T6::academic_T6_PG03,academic,academic_T6,academic_T6_PG03,Biodiversity Crisis and Anthropocene Governance,"The micro-topic tracks the evolution of biodiversity concerns from early publication/valuation challenges through to complex, globally integrated frameworks emphasizing indigenous knowledge, ecosystem services, and the Anthropocene context.",3095,0.580802321434021,academic__corporate__T6__academic_2__corporate_1,0
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_PG01,corporate_T6,corporate_T6_PG01,Environmental Liability and Regulatory Compliance Burden,4037,academic_T6::academic_T6_PG09,academic,academic_T6,academic_T6_PG09,Soil Contaminant Management via Phytoremediation and Geochemical Assessment,"The micro-topic tracks the evolution of research focusing on soil quality, contamination, and remediation efforts, shifting from broad agricultural land use impacts to increasingly specific investigations into heavy metal contamination and the application of phytoremediation techniques.",1219,0.5757967829704285,academic__corporate__T6__academic_11__corporate_0,0
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_S002,corporate_T6,corporate_T6_S002,Regulatory Impact of Endangered Species Habitat Protection,227,academic_T6::academic_T6_PG05,academic,academic_T6,academic_T6_PG05,Eutrophication and Catchment Ecosystem Dynamics,"The micro-topic evolved from early focuses on specific regional restoration efforts (Everglades, stream bioassessment) to a broad integration of ecohydrology principles across catchments. Later phases increasingly emphasized the systemic challenges of eutrophication and habitat integrity within these freshwater systems, while also incorporating advanced monitoring and management techniques.",946,0.615401029586792,academic__corporate__T6__academic_5__corporate_1,1
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_PG01,corporate_T6,corporate_T6_PG01,Environmental Liability and Regulatory Compliance Burden,4037,academic_T6::academic_T6_PG10,academic,academic_T6,academic_T6_PG10,Evolution of Compliance and Governance Mechanisms in Corporate Sustainability,"The micro-topic tracks the evolution of CSR, ESG, compliance, and governance concepts, moving from early focus on implementation mechanisms (EMS, voluntary reports) to later emphasis on the effectiveness of EIA, regulatory pressure, and integrated governance frameworks.",492,0.6123054623603821,academic__corporate__T6__academic_12__corporate_0,1
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_PG01,corporate_T6,corporate_T6_PG01,Environmental Liability and Regulatory Compliance Burden,4037,academic_T6::academic_T6_PG19,academic,academic_T6,academic_T6_PG19,Tailings Reclamation and Governance in Indonesian Mining Contexts,"The micro-topic tracks the evolution of environmental concerns in mining, shifting from early focus on general pollution and rehabilitation to increasingly specific attention on tailings management, culminating in a strong focus on governance and bauxite reclamation in Kalimantan.",474,0.5485252141952515,academic__corporate__T6__academic_16__corporate_0,0
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_PG01,corporate_T6,corporate_T6_PG01,Environmental Liability and Regulatory Compliance Burden,4037,academic_T6::academic_T6_S021,academic,academic_T6,academic_T6_S021,Maritime Environmental Compliance and Port Sustainability,"The micro-topic tracks the evolution of environmental concerns in maritime transport, shifting from early focuses on port pollution and engineering solutions to a sustained emphasis on GHG emissions, regulatory compliance (MARPOL), and the role of ports in achieving overall maritime sustainability.",315,0.5903077125549316,academic__corporate__T6__academic_14__corporate_0,0
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_PG01,corporate_T6,corporate_T6_PG01,Environmental Liability and Regulatory Compliance Burden,4037,academic_T6::academic_T6_S022,academic,academic_T6,academic_T6_S022,Juridical Frameworks and Judicial Enforcement in Environmental Law,The micro-topic traces the evolution of environmental jurisprudence from early theoretical debates on precautionary principles and liability to a mature focus on the role of national and international judiciaries in enforcing complex environmental laws against pollution and degradation.,308,0.5336707830429077,academic__corporate__T6__academic_15__corporate_0,0
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_PG01,corporate_T6,corporate_T6_PG01,Environmental Liability and Regulatory Compliance Burden,4037,academic_T6::academic_T6_S031,academic,academic_T6,academic_T6_S031,Evolution of Environmental Legislation Focus: From General Planning to Ukrainian Governance,"The micro-topic initially focused on integrating ecological concerns into general planning and settlement development across various contexts. It then showed a strong, though sometimes contested, movement towards specific regional applications in Russia before increasingly centering on the legislative and governance challenges within Ukraine. The later years solidify this focus on Ukrainian legislative reform, while some years show a strong pull back towards Russian policy implementation issues.",239,0.6071212291717529,academic__corporate__T6__academic_20__corporate_0,1
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_PG01,corporate_T6,corporate_T6_PG01,Environmental Liability and Regulatory Compliance Burden,4037,academic_T6::academic_T6_S045,academic,academic_T6,academic_T6_S045,Air Pollution Monitoring and Mitigation Technologies,"The micro-topic traces the evolution of air pollution research from early case studies on specific pollution sources (like road traffic and industrial emissions) to a highly integrated focus on advanced sensing technologies, geospatial modeling, and the application of AI/analytics for comprehensive environmental protection.",188,0.5614926815032959,academic__corporate__T6__academic_28__corporate_0,0
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_PG01,corporate_T6,corporate_T6_PG01,Environmental Liability and Regulatory Compliance Burden,4037,academic_T6::academic_T6_S099,academic,academic_T6,academic_T6_S099,Biodiversity Reporting and Corporate Accountability Evolution,"The micro-topic tracks the evolution of biodiversity concerns within corporate sustainability discourse, moving from early theoretical applications in specific industries to advanced critiques of reporting frameworks and the necessity of paradigm shifts like ecopedagogy.",58,0.5511267185211182,academic__corporate__T6__academic_38__corporate_0,0
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_PG01,corporate_T6,corporate_T6_PG01,Environmental Liability and Regulatory Compliance Burden,4037,academic_T6::academic_T6_S107,academic,academic_T6,academic_T6_S107,Coastal Eco-Pollution Dynamics in China,"The micro-topic tracked the evolution of research on coastal ecosystem health, moving from theoretical modeling of carrying capacity to detailed analyses of pollution, economic coupling, and regional management strategies across various Chinese coasts.",55,0.5295063853263855,academic__corporate__T6__academic_41__corporate_0,0
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_S002,corporate_T6,corporate_T6_S002,Regulatory Impact of Endangered Species Habitat Protection,227,academic_T6::academic_T6_S106,academic,academic_T6,academic_T6_S106,Petroleum Pollution and Environmental Degradation in Nigeria,"The micro-topic tracks the evolution of environmental concerns related to petroleum activities in Nigeria, moving from broad ecological degradation to specific focuses on remediation, regulatory failures, spill impacts, and livelihood consequences across various Nigerian contexts.",53,0.5918565988540649,academic__corporate__T6__academic_40__corporate_1,0
T6,"Ecosystems, pollution, and environmental stewardship",corporate_T6::corporate_T6_S002,corporate_T6,corporate_T6_S002,Regulatory Impact of Endangered Species Habitat Protection,227,media_T6::media_T6_S000,media,media_T6,media_T6_S000,"Biodiversity, Sustainability, and Deforestation","The micro-topic tracks the evolution of concerns around biodiversity, sustainability, and deforestation, moving from early focuses on land degradation and agricultural practices to increasingly complex discussions involving international policy, habitat restoration, and the tension between industry and conservation.",1322,0.6060808300971985,media__corporate__T6__media_0__corporate_1,1
